searchstring	count	is_fixed	fixed_searchstring	productcount	predicted_productcount
Ianeige	1	False	Ianeige	0	0
esthetic house	35	False	esthetic house	30	30
cp-1 bright complex	2	False	cp-1 bright complex	32	32
face shop	2	False	face shop	24	24
Мини	1	True	mini	32	32
Энзим	1	False	Энзим	32	32
питательная маска для лица	16	False	питательная маска для лица	32	32
missha	17	False	missha	25	25
сияние кожи	10	False	сияние кожи	18	18
its skin collagen	2	False	its skin collagen	23	23
Антивозрасной крем под глаза	7	False	Антивозрасной крем под глаза	31	31
Кисточки	4	False	Кисточки	32	32
Крем премиум плацента	1	True	крем premium плацента	31	31
палетка теней для глаз	161	False	палетка теней для глаз	26	26
тонер улиточный	25	False	тонер улиточный	28	28
праймер под макияж missha bb boomer	4	False	праймер под макияж missha bb boomer	32	32
Маска время назад	2	False	Маска время назад	32	32
Наклейки для век	2	False	Наклейки для век	29	29
Ягодные маски	1	False	Ягодные маски	28	28
вв крема	24	False	вв крема	25	25
ac clean up daily cleansing foam	5	False	ac clean up daily cleansing foam	32	32
mask yellow - green	3	False	mask yellow - green	31	31
Aupres	20	False	Aupres	0	0
Солнцезащитный крем для кожи  SPF50+ PA+++  ETUDE HOUSE SUNPRISE NATURAL CORRECTOR  50ml	1	False	Солнцезащитный крем для кожи  SPF50+ PA+++  ETUDE HOUSE SUNPRISE NATURAL CORRECTOR  50ml	32	32
Q10	6	False	Q10	16	16
Eyenlip Black Pearl Eye Patch	1	False	Eyenlip Black Pearl Eye Patch	31	31
Saemmul	8	False	Saemmul	30	30
its skin	120	False	its skin	26	26
Gel aloe	2	False	Gel aloe	31	31
антивозрастной набор для лица	2	False	антивозрастной набор для лица	12	12
ниацинамид	16	False	ниацинамид	32	32
tonymoly floria brightening peeling gel	3	False	tonymoly floria brightening peeling gel	32	32
для увеличения губ	9	False	для увеличения губ	31	31
Органический шампунь	5	False	Органический шампунь	30	30
гель алоэ	118	False	гель алоэ	20	20
спонж коняку	1	False	спонж коняку	32	32
Крем против морщин	1	False	Крем против морщин	27	27
4047	1	False	4047	1	1
See And Saw	3	False	See And Saw	16	16
От кератоза	6	False	От кератоза	32	32
антивозрастная сыворотка	17	False	антивозрастная сыворотка	32	32
Tatoo	1	False	Tatoo	8	8
the skin house volcanic water mineral serum	16	False	the skin house volcanic water mineral serum	28	28
Умывалка	6	False	Умывалка	5	5
Тоник для лица	14	False	Тоник для лица	31	31
патчи для глаз корейские с улиткой	1	False	патчи для глаз корейские с улиткой	28	28
Патчи для кожи вокруг глаз гидрогелевые c черным жемчугом Petitfee Black Pearl&gold Hydrogel Eye Lifting Patch	2	False	Патчи для кожи вокруг глаз гидрогелевые c черным жемчугом Petitfee Black Pearl&gold Hydrogel Eye Lifting Patch	32	32
Кушоны	44	False	Кушоны	31	31
сыворотка для лица its skin	15	False	сыворотка для лица its skin	25	25
CP-1	61	False	CP-1	13	13
Маска от отечности	1	False	Маска от отечности	29	29
коллаген и гиалурон	1	False	коллаген и гиалурон	32	32
тонер от покраснений	3	False	тонер от покраснений	30	30
 Farmstay Green Tea Seed Moisture Emulsionэ	6	False	farmstay green tea seed moisture emulsionэ	32	32
тональный крем вв	40	False	тональный крем вв	22	22
DEOPROCE REPAIR MACHINE GINSENG CREAM	2	False	DEOPROCE REPAIR MACHINE GINSENG CREAM	31	31
Кисти	29	False	Кисти	31	31
La’Dor	1	False	la’ dor	30	16
Мыло с древесным углём	2	False	Мыло с древесным углём	29	29
лопатка для нанесения маски	1	False	лопатка для нанесения маски	32	32
the saem тоник	2	False	the saem тоник	15	15
Pureheal's Ginseng Berry Eye Lift Patch	2	False	Pureheal's Ginseng Berry Eye Lift Patch	32	32
Perfecta	1	False	Perfecta	0	0
Лосьон для тела	5	False	Лосьон для тела	32	32
gold 24k flexible	1	False	gold 24k flexible	32	32
etude organix	10	False	etude organix	29	29
Лифтинговые маски	2	False	Лифтинговые маски	32	32
1008	3	False	1008	0	0
ciracle blackhead off sheet	13	False	ciracle blackhead off sheet	31	31
альгинатная коллагеновая маска	1	False	альгинатная коллагеновая маска	32	32
крем с муцином улитки	23	False	крем с муцином улитки	32	32
floria	1	False	floria	17	17
Мягкий очищающий тоник COSRX	3	False	Мягкий очищающий тоник COSRX	32	32
LIMONI	8	False	LIMONI	22	22
Seondo	1	False	Seondo	0	0
мочалка	17	False	мочалка	32	32
крем	54	False	крем	27	27
hello beauty	86	False	hello beauty	31	31
Увлажняющий дневной крем для возрастной кожи	4	False	Увлажняющий дневной крем для возрастной кожи	32	32
пудра для проблемной кожи	3	False	пудра для проблемной кожи	32	32
Магний	4	False	Магний	20	20
центеллы	5	False	центеллы	22	22
ночной крем для лица	108	False	ночной крем для лица	31	31
 g9 white in milk	2	False	g9 white in milk	25	25
 Lador Perfect Hair Fill-Up 13ml Бзю	1	False	lador perfect hair fill-up 13ml бзю	32	32
mizon пенка для умывания	2	False	mizon пенка для умывания	32	32
все для кудрявых волос	4	False	все для кудрявых волос	28	28
бальзам для губ с авокадо	2	False	бальзам для губ с авокадо	17	17
Ramosu	5	False	Ramosu	9	9
Лента	2	False	Лента	10	10
Бета-глюкан	25	False	Бета-глюкан	32	32
near skin derma cosmetic	99	False	near skin derma cosmetic	30	30
Крем для лица со улиточной слизи	2	False	Крем для лица со улиточной слизи	32	32
Крем для лица с экстрактом яда храмовых змей Mizon S-Venom Wrinkle Tox Cream	1	False	Крем для лица с экстрактом яда храмовых змей Mizon S-Venom Wrinkle Tox Cream	32	32
маски тканевые	73	False	маски тканевые	31	31
уход за проблемной кожей	1	False	уход за проблемной кожей	13	13
Тоник для возрастной кожи	3	False	Тоник для возрастной кожи	21	21
защитный крем от солнца	72	False	защитный крем от солнца	31	31
Эссенция cosrx	1	False	Эссенция cosrx	31	31
кислородная маска	73	False	кислородная маска	15	15
Elizavecca сыворотка	5	False	Elizavecca сыворотка	28	28
авокадо для тела саем	1	False	авокадо для тела саем	22	22
patch	35	False	patch	30	30
увлажняющие диски cosrx one step moisture up pad	1	False	увлажняющие диски cosrx one step moisture up pad	32	32
The Skin House крем для лица из ягод асаи	1	False	The Skin House крем для лица из ягод асаи	32	32
кушон миша	11	True	кушон missha	31	26
Кислородная пенка для очищения кожи Farmstay O2 Premium Aqua Foam Cleansing [арт	1	False	Кислородная пенка для очищения кожи Farmstay O2 Premium Aqua Foam Cleansing [арт	32	32
витамины	20	False	витамины	30	30
ложка уно	13	False	ложка уно	31	31
Etude house tint	6	False	Etude house tint	28	28
Аромадиффузор	1	False	Аромадиффузор	2	2
pure argan treatment oil	1	False	pure argan treatment oil	28	28
Holika ampoule vitamin essence mask shert	1	False	Holika ampoule vitamin essence mask shert	32	32
Патчи для глаз с вином	2	False	Патчи для глаз с вином	22	22
