probability	fixed_query	eng_words	generated_translit	source
53	наполнители для туалетов	plan sterilized adult	план стерилизед адулт	other
67	Москва	mos	мос	other
59	лоток для кошек	adult top condition	адульт топ кондишен	other
56	Наполнитель	prolife	пролифе	brand
95	Мильбемакс	milbemax	милбемакс	brand
50	колесо для грызунов	golosi complet all	голози комплет ол	other
50	колесо для грызунов	grandmix cocorite	грандмих косорите	other
50	игрушки для собак	adult low grain	адулт лов граин	other
45	сухой корм для кастрированных котов	for castrated cats	фор кастратед катс	other
45	сухой корм для кастрированных котов	catzone compact natural	катзон компакт нейчурал	other
45	сухой корм для кастрированных котов	catzone compact natural	катзоне компакт натурал	other
45	сухой корм для кастрированных котов	catzone compact	катзон компакт	other
53	домик для грызунов	mini adult grain	мини адулт граин	other
67	барс	beaphar	бифар	other
67	барс	breeds	бридс	other
67	барс	basic	басик	other
67	барс	beaphar beaphar	бифар бифар	other
55	четвероногий гурман	strong clumpin	стронг клумпин	other
55	четвероногий гурман	grain neutered	граин неутеред	other
62	намордник	cardiac	кардиак	other
57	одежда	moderate	модерате	other
63	когтерезки	dog turkey	дог турки	other
63	когтерезки	cerevisiae	керевизиа	other
64	каниквантел	canin renal	канин ренал	other
64	каниквантел	canin maine	канин маине	other
64	каниквантел	canin giant	канин гиант	other
62	лакомства	aqua	аква	other
53	счастливый пес	digest sensitive	дигест сенситиве	other
62	шлейка	flakes	флейкес	other
25	Happy dog	happy dog	['ggb lju	brand
61	деревенские лакомства	defence lamb	дефенке ламб	other
100	фурминатор	furminator	фурминатор	brand
55	рулетка для собак	repto delica	репто делиса	other
55	рулетка для собак	care adult small	каре адулт смалл	other
55	рулетка для собак	cat adult salmon	кат адулт салмон	other
24	beaphar	royal canin	hjzk rfyby	brand
25	gastro intestinal	happy dog	['ggb lju	brand
22	go	happy dog	['ggb lju	brand
22	Go	happy dog	['ggb lju	brand
31	Grandorf	acana	frfyf	brand
51	клетки для грызунов	grandmix criceti	грандмих крисети	other
51	клетки для грызунов	grandmix coniglietti	грандмих кониглиетти	other
57	игрушки	pedigree	педигри	brand
57	игрушки	biogrit	биогрит	other
33	urinary	acana	frfyf	brand
22	Acana	cats	cатс	brand
45	farmina для кошек	pet dual action	пет дуал акшен	other
48	monge для кошек	dual action	дуал акшен	other
48	monge для кошек	pet dual action	пет дуал акшен	other
55	обувь	robust	робуст	other
18	purina pro plan	happy dog	['ggb lju	brand
67	коньково	coco	коко	other
73	Клетка	clean	клеан	brand
73	алезан	clean	клеан	brand
73	алезан	clean	цлеан	brand
50	наполнитель №1	prolife	пролифе	brand
50	наполнитель №1	montmorillonite	монтмориллоните	other
63	ошейники	canin skin	кейнин скин	other
49	сухой корм для кошек	dog monoproteico solo	дог монопротейко соло	other
49	сухой корм для кошек	dental knot color	дентал кнот колор	other
49	сухой корм для кошек	golosi small croc	голози смолл крок	other
55	поводок 5 метров	powder	повдер	other
73	коврик	cover	ковер	other
80	витамины	vitaline	виталин	brand
64	ронколейкин	royal canin	роял кейнин	brand
64	ронколейкин	berkley kitten	берклей киттен	other
54	корм для собак	snack popcorn	снак попкорн	other
53	обувь для собак	chow adult small	чов адулт смалл	other
60	вазотоп	zoo	зоо	other
60	вазотоп	top	топ	other
62	Поводок	poodle	поодле	other
62	Поводок	powder	повдер	other
50	Одежда для собак	optibalance medium adult	оптибаланк медиум адульт	other
50	Одежда для собак	optibalance medium adult	оптибаланке медиум адулт	other
31	grandorf	acana	frfyf	brand
57	витамины для щенков	with minced chicken	вит минкед чикен	other
29	Royal canin	royal canin	hjzk rfyby	brand
41	farmina для щенков	adult low grain	адульт лов грейн	other
29	pi-pi-bent	happy dog	['ggb lju	brand
77	попона	popcorn	попкорн	other
55	подгузники	cuni junior	куни джуниор	other
77	Феливей	feline	фелине	other
52	Ботинки для собак	padovan bathing	падован батинг	other
51	шампунь для щенков	shed control shampoo	шед контрол шампу	other
48	Сухой корм для щенков	orijen adult	орийен адулт	other
47	древесные наполнители для туалетов	delicate adult turkey	делисате адулт туркей	other
47	древесные наполнители для туалетов	trainer natural adult	траинер натурал адулт	other
52	консервы для кошек	convalescence	конвалескенке	other
67	Барс	beaphar	бифар	other
67	Барс	breeds	бридс	other
67	Барс	beaphar beaphar	бифар бифар	other
31	Golosi	happy dog	['ggb lju	brand
27	edel cat	happy dog	['ggb lju	brand
27	edel cat	cat chow	cат чов	brand
73	миска	whiskas	вискас	brand
73	миска	minkas	минкас	other
53	корм для рыб	adult hairball control	адулт хаирбалл контрол	other
51	намордники для собак	naturcroq adult balance	натуркрок адулт баланке	other
51	намордники для собак	naturcroq adult	натуркрок адулт	other
67	фебтал	female	фемале	other
67	фебтал	dental	дентал	other
55	туалет для собак	adult athletic	адулт атлетик	other
